t,H32_nelson16,H16_nelson16
0.9000000000000007,0.027359783705185128,0.008295504730014764
0.9100000000000007,0.029964648868151686,0.00876390957301454
0.9200000000000007,0.02876590568501148,0.008220132095368959
0.9300000000000007,0.028536486058135063,0.008298181532898267
0.9400000000000007,0.029046448066003202,0.008183694912160488
0.9500000000000007,0.02644512234301588,0.008678904400583495
0.9600000000000007,0.028291379178194683,0.008750297653367088
0.9700000000000008,0.027198861821901704,0.008213693370940089
0.9800000000000008,0.02612380653436983,0.00759071552351419
0.9900000000000008,0.028982526227583173,0.008910133982495577
1.0000000000000007,0.029758861892550947,0.009978552981362649
1.0100000000000007,0.026926315357804157,0.00803468799790523
1.0200000000000007,0.026189552013373987,0.00783635916834256
1.0300000000000007,0.026676921267882885,0.007874752251154759
1.0400000000000007,0.026694302222944256,0.007749585263768305
1.0500000000000007,0.02993594074186128,0.008307864820527578
1.0600000000000007,0.029916524100421345,0.008836621343700165
1.0700000000000007,0.028486887823256084,0.007637854449730236
1.0800000000000007,0.02612046586989628,0.007961747819214805
1.0900000000000007,0.028855887897102177,0.007206298009083911
1.1000000000000008,0.027095825543533947,0.00723972216143991
1.1100000000000008,0.026065569769255184,0.007974128205113767
1.1200000000000008,0.029718486797070093,0.008137508596565427
1.1300000000000008,0.027295942271485085,0.0075915746519269545
1.1400000000000008,0.02747400514932022,0.007174379499723439
1.1500000000000008,0.026024912724552485,0.008096006382032157
1.1600000000000008,0.025582730748501127,0.0073059700612110616
1.1700000000000008,0.025579724839378093,0.0065399867720908065
1.1800000000000008,0.026002396538267046,0.006974150167136577
1.1900000000000008,0.02713773722201315,0.006760279222870601
1.2000000000000008,0.028359105320776345,0.0072543853984760424
1.2100000000000009,0.029190897661276714,0.008094008603759272
1.2200000000000009,0.029128452825074053,0.00856779363939392
1.2300000000000009,0.02805973116874372,0.007921726441273353
1.2400000000000009,0.02774152207105958,0.008295295967669706
1.2500000000000009,0.028097479536216025,0.008583725108485422
1.260000000000001,0.02735380647438177,0.007414763299774848
1.270000000000001,0.02599439526888762,0.007381045586943083
1.280000000000001,0.026811370578628334,0.007277518226864298
1.290000000000001,0.026345513872205302,0.00823698998883981
1.300000000000001,0.026036099228696704,0.0061876498703869855
1.310000000000001,0.027730892080336873,0.008250571457498926
1.320000000000001,0.026551868218606466,0.007035467628661109
1.330000000000001,0.02738470971829811,0.007677236797454194
1.340000000000001,0.027917774143841667,0.007512221108336738
1.350000000000001,0.02658028655414478,0.007670762423469427
1.360000000000001,0.027781761653096055,0.007413618199648984
1.370000000000001,0.027881598543153547,0.007292442844779598
1.380000000000001,0.027131187014196895,0.00743613351504915
1.390000000000001,0.02838734715383658,0.007986824277923722
1.400000000000001,0.029923494478521807,0.007468735413267046
1.410000000000001,0.026623076921824983,0.006622651697098213
1.420000000000001,0.02657633043969881,0.006646279317938523
1.430000000000001,0.02644534544494246,0.00789980883705795
1.440000000000001,0.02596536337482873,0.006649812532707474
1.450000000000001,0.029054406152419828,0.007932240865090593
1.460000000000001,0.027644417686506325,0.008832378551659317
1.470000000000001,0.025595401058739177,0.007543403037855666
1.480000000000001,0.028518711517202987,0.008159606578744575
1.490000000000001,0.027052355597735778,0.007364106077695964
